Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP1991,Sales,26,890000,4,39.7,67.2,No
EMP1992,Operations,35,907000,5,47.6,78.1,No
EMP1993,Operations,42,908000,9,45.0,82.7,Yes
EMP1994,Marketing,34,803000,9,41.4,64.0,No
EMP1995,HR,35,968000,6,44.2,67.5,No
EMP1996,Finance,33,1031000,5,45.3,71.9,No
EMP1997,Operations,36,931000,3,46.6,63.2,No
EMP1998,Finance,38,917000,4,39.2,81.1,No
EMP1999,Operations,28,947000,11,43.4,74.2,Yes
EMP2000,IT,40,1277000,7,47.3,84.0,Yes
EMP2001,Marketing,46,1053000,6,47.7,81.1,Yes
EMP2002,Operations,39,897000,5,51.0,79.6,No
EMP2003,Sales,21,805000,9,50.3,65.6,No
EMP2004,HR,30,774000,6,48.2,85.2,Yes
EMP2005,IT,31,1041000,9,51.0,89.9,Yes
EMP2006,IT,36,1152000,6,41.2,75.1,Yes
EMP2007,IT,24,825000,4,44.0,68.9,No
EMP2008,IT,32,1202000,9,44.9,80.2,Yes
EMP2009,Finance,30,920000,3,40.5,58.7,Yes
EMP2010,IT,30,1118000,9,52.1,84.4,Yes
EMP2011,Sales,34,1070000,5,41.4,64.2,No
EMP2012,Finance,30,746000,7,51.5,83.3,No
EMP2013,Operations,33,928000,6,44.1,72.9,No
EMP2014,IT,38,1027000,3,40.9,71.3,No
EMP2015,Sales,27,817000,2,39.9,51.6,No
EMP2016,IT,50,1200000,9,43.3,88.6,Yes
EMP2017,HR,21,700000,5,40.1,63.6,No
EMP2018,IT,39,1199000,6,36.1,69.2,Yes
EMP2019,Finance,52,1273000,8,38.4,64.7,Yes
EMP2020,Marketing,42,857000,5,41.5,83.6,Yes
EMP2021,Marketing,39,918000,9,46.3,85.1,Yes
EMP2022,Sales,26,961000,8,36.6,79.6,Yes
EMP2023,Sales,39,903000,11,47.1,93.6,Yes
EMP2024,HR,37,959000,6,42.0,69.2,Yes
EMP2025,IT,26,999000,8,44.2,72.9,No
EMP2026,IT,43,1191000,10,45.4,81.2,No
EMP2027,Marketing,31,911000,11,48.3,69.4,No
EMP2028,Operations,41,851000,8,38.0,73.3,No
EMP2029,Operations,35,868000,6,42.5,79.4,Yes
EMP2030,HR,27,615000,8,43.1,98.7,No
EMP2031,Marketing,45,822000,8,34.4,66.3,No
EMP2032,Finance,42,923000,5,50.5,83.7,No
EMP2033,Finance,27,822000,6,46.6,68.6,No
EMP2034,Operations,52,1019000,3,43.2,78.8,No
EMP2035,Operations,39,994000,9,43.7,78.0,Yes
EMP2036,Sales,30,872000,8,47.7,82.9,Yes
EMP2037,Operations,28,746000,6,49.1,67.8,No
EMP2038,Finance,30,860000,5,47.6,79.9,No
EMP2039,Marketing,38,864000,6,41.7,84.3,Yes
EMP2040,Sales,34,938000,7,48.3,76.5,No
EMP2041,Sales,41,979000,8,38.0,73.4,No
EMP2042,Operations,35,837000,3,42.9,69.6,No
EMP2043,IT,47,1178000,6,40.4,76.2,Yes
EMP2044,IT,37,1121000,8,48.1,84.4,Yes
EMP2045,Operations,45,922000,5,43.2,60.2,No
EMP2046,Marketing,24,850000,9,42.8,80.7,No
EMP2047,IT,33,945000,6,44.2,71.4,No
EMP2048,Sales,47,1121000,2,34.4,70.0,No
EMP2049,HR,28,700000,2,44.9,63.9,No
EMP2050,Sales,45,1099000,9,46.1,74.5,Yes
EMP2051,Finance,37,1057000,7,50.2,81.8,Yes
EMP2052,Sales,44,1002000,6,47.9,87.0,Yes
EMP2053,Sales,23,925000,5,38.7,58.9,No
EMP2054,Finance,41,1062000,3,39.3,72.6,Yes
EMP2055,Finance,24,957000,9,44.8,75.5,Yes
EMP2056,Operations,49,873000,3,44.9,72.5,No
EMP2057,Marketing,25,800000,5,46.2,78.1,No
EMP2058,Finance,39,1056000,6,44.3,62.8,Yes
EMP2059,Sales,36,1077000,6,51.6,70.6,No
EMP2060,Sales,36,960000,3,43.7,74.0,No
EMP2061,Marketing,30,920000,5,41.1,70.7,No
EMP2062,Sales,35,931000,11,45.4,91.0,Yes
EMP2063,Finance,35,872000,3,33.0,63.0,No
EMP2064,IT,36,961000,7,38.3,74.1,Yes
EMP2065,Sales,32,1031000,1,43.3,69.2,No
EMP2066,Finance,30,969000,4,40.8,68.7,No
EMP2067,IT,41,1065000,8,44.3,84.0,Yes
EMP2068,IT,30,1024000,9,48.4,73.9,Yes
EMP2069,Finance,41,1135000,10,42.9,88.4,No
EMP2070,Marketing,22,825000,9,35.7,67.4,No
EMP2071,Finance,27,951000,7,42.9,77.7,Yes
EMP2072,IT,39,1149000,12,53.1,100.0,Yes
EMP2073,Finance,36,994000,7,40.4,75.1,No
EMP2074,Operations,34,961000,3,41.4,54.9,No
EMP2075,Sales,40,1019000,6,40.6,71.0,Yes
EMP2076,HR,38,852000,8,46.8,59.9,No
EMP2077,Sales,30,762000,7,43.7,86.9,Yes
EMP2078,IT,30,1018000,13,49.3,91.0,Yes
EMP2079,Operations,37,1024000,7,53.2,82.2,No
EMP2080,Operations,45,872000,5,36.5,69.3,No
EMP2081,Finance,40,1032000,5,39.1,69.7,No
EMP2082,Finance,28,1065000,6,52.4,85.4,Yes
EMP2083,IT,48,1225000,7,32.5,72.2,Yes
EMP2084,Operations,21,908000,8,47.4,70.2,No
EMP2085,Sales,39,994000,5,36.1,70.3,Yes
EMP2086,Finance,31,933000,6,43.0,66.3,Yes
EMP2087,Finance,21,944000,8,46.7,89.9,No
EMP2088,Finance,38,1150000,4,46.7,64.3,No
EMP2089,Finance,27,1062000,8,50.0,72.5,Yes
EMP2090,Operations,44,1076000,6,42.6,82.2,Yes
EMP2091,IT,34,1164000,7,44.6,75.5,Yes
EMP2092,Operations,28,787000,6,53.3,79.9,Yes
EMP2093,IT,42,1203000,8,50.3,94.2,Yes
EMP2094,Sales,34,911000,7,41.9,72.9,No
EMP2095,Operations,27,882000,11,55.5,93.9,No
EMP2096,Sales,29,861000,6,44.1,73.0,No
EMP2097,IT,21,1071000,6,47.6,72.5,Yes
EMP2098,HR,38,940000,6,51.0,74.6,No
EMP2099,Marketing,40,820000,7,44.8,81.0,Yes
EMP2100,Operations,29,1067000,6,45.0,85.0,No
EMP2101,Sales,38,983000,9,47.6,94.9,No
EMP2102,Finance,41,1009000,7,39.1,78.5,Yes
EMP2103,Sales,25,762000,1,51.2,61.1,No
EMP2104,IT,36,1134000,9,46.0,86.8,Yes
EMP2105,HR,26,669000,2,43.3,69.4,No
EMP2106,Finance,40,988000,7,39.3,67.6,No
EMP2107,Marketing,38,1011000,10,42.8,67.9,No
EMP2108,Finance,35,932000,11,46.5,92.4,Yes
EMP2109,Finance,47,1100000,4,48.3,75.6,No
EMP2110,Operations,38,908000,12,46.6,86.4,No
EMP2111,IT,43,1053000,7,47.4,76.5,Yes
EMP2112,Sales,38,966000,8,45.4,74.4,No
EMP2113,HR,34,946000,6,39.3,81.3,No
EMP2114,Finance,41,1033000,4,42.7,75.8,No
EMP2115,Finance,42,1141000,9,37.8,67.2,Yes
EMP2116,IT,25,816000,5,41.7,64.1,No
EMP2117,Sales,32,941000,9,43.5,76.2,Yes
EMP2118,Marketing,32,886000,5,43.9,69.8,No
EMP2119,Sales,25,838000,7,40.2,68.4,No
EMP2120,IT,47,1091000,9,46.1,85.5,Yes
EMP2121,IT,44,1031000,6,52.2,82.1,No
EMP2122,IT,23,862000,7,43.4,69.3,No
EMP2123,IT,42,1022000,8,42.3,88.4,Yes
EMP2124,Finance,48,1071000,6,44.5,64.0,No
EMP2125,IT,25,1029000,8,45.5,76.5,No
EMP2126,Marketing,34,892000,4,37.9,60.1,No
EMP2127,Sales,45,1010000,7,43.5,80.0,No
EMP2128,IT,21,995000,10,51.0,83.5,Yes
EMP2129,IT,42,1149000,9,49.2,97.6,Yes
EMP2130,IT,40,1016000,8,43.7,84.2,No
EMP2131,IT,35,850000,7,47.2,92.1,No
EMP2132,Operations,37,840000,5,34.8,69.5,Yes
EMP2133,HR,27,996000,6,35.9,70.1,No
EMP2134,Marketing,29,834000,2,53.3,75.8,No
EMP2135,Sales,38,976000,10,47.0,83.3,Yes
EMP2136,Finance,37,1074000,2,47.0,70.7,No
EMP2137,Marketing,36,1038000,9,52.3,82.8,Yes
EMP2138,Marketing,28,792000,3,43.9,70.7,No
EMP2139,Sales,23,811000,5,46.9,69.9,No
EMP2140,Sales,27,889000,3,44.2,74.1,No
EMP2141,Operations,42,879000,8,41.6,69.8,No
EMP2142,HR,33,881000,7,39.7,71.1,No
EMP2143,Sales,29,912000,5,46.3,75.5,Yes
EMP2144,Finance,32,1189000,10,54.7,83.8,Yes
EMP2145,Finance,38,1130000,5,50.1,71.9,No
EMP2146,Marketing,36,1089000,3,40.3,55.4,Yes
EMP2147,IT,42,1084000,11,44.7,84.0,No
EMP2148,Operations,32,973000,7,46.4,67.2,No
EMP2149,Operations,41,891000,6,45.2,66.2,No
EMP2150,Finance,37,979000,3,44.6,79.1,No
EMP2151,Operations,49,838000,8,52.1,73.2,No
EMP2152,Marketing,21,746000,4,39.7,63.1,No
EMP2153,Sales,35,922000,5,40.9,76.4,No
EMP2154,IT,45,1086000,6,41.3,78.3,No
EMP2155,IT,32,1085000,8,44.2,70.5,Yes
EMP2156,Finance,32,890000,4,44.3,75.9,No
EMP2157,IT,38,1082000,6,45.1,86.0,No
EMP2158,Finance,28,1086000,13,41.7,79.6,Yes
EMP2159,Marketing,31,762000,5,39.1,54.4,No
EMP2160,Operations,45,1086000,8,45.3,73.4,Yes
EMP2161,Marketing,25,919000,5,37.2,68.8,No
EMP2162,IT,21,1054000,12,44.5,88.3,Yes
EMP2163,Sales,35,1016000,7,49.0,79.3,Yes
EMP2164,HR,33,796000,8,47.3,83.9,No
EMP2165,Finance,33,1055000,6,41.6,81.8,Yes
EMP2166,Operations,38,1004000,1,45.0,63.1,No
EMP2167,Finance,36,967000,6,43.7,70.2,No
EMP2168,HR,27,839000,3,35.4,55.5,No
EMP2169,Operations,41,1021000,11,41.8,92.0,Yes
EMP2170,Marketing,32,946000,5,44.4,67.8,No
EMP2171,Sales,25,876000,5,46.3,64.2,No
EMP2172,Operations,45,1214000,1,49.9,76.2,No
EMP2173,Marketing,24,800000,6,44.8,71.4,No
EMP2174,HR,37,679000,5,46.5,71.7,No
EMP2175,Finance,32,993000,7,45.4,69.2,No
EMP2176,Marketing,36,796000,8,41.9,63.7,Yes
EMP2177,Marketing,34,984000,8,43.8,79.6,Yes
EMP2178,Marketing,38,978000,4,42.6,67.9,No
EMP2179,IT,27,892000,10,53.5,84.1,No
EMP2180,Finance,44,1042000,8,45.3,81.6,Yes
EMP2181,Marketing,34,913000,6,41.4,70.1,No
EMP2182,Sales,35,946000,9,48.0,86.2,Yes
EMP2183,HR,27,833000,6,40.2,76.5,No
EMP2184,Operations,39,921000,9,49.3,83.2,Yes
EMP2185,Sales,28,899000,10,49.1,87.2,Yes
EMP2186,Marketing,45,1060000,3,49.5,64.7,No
EMP2187,Sales,30,1091000,4,44.1,69.2,No
EMP2188,IT,24,1128000,6,46.8,74.3,No
EMP2189,HR,52,1009000,3,48.3,90.1,Yes
EMP2190,Finance,40,1074000,11,39.1,82.6,No
EMP2191,Sales,40,954000,6,41.9,68.2,No
EMP2192,Marketing,34,919000,11,39.6,89.4,Yes
EMP2193,Operations,21,818000,4,42.6,71.0,No
EMP2194,Sales,33,934000,8,46.5,82.3,Yes
EMP2195,Marketing,24,750000,9,43.0,62.5,No
EMP2196,Operations,31,959000,9,45.7,76.7,Yes
EMP2197,Operations,21,770000,12,31.1,71.2,No
EMP2198,IT,33,930000,11,48.3,93.1,No
EMP2199,Finance,34,1123000,6,49.2,70.3,No
EMP2200,Sales,36,1128000,4,46.3,78.0,Yes
EMP2201,Sales,29,1066000,5,40.8,77.5,No
EMP2202,HR,21,604000,8,49.4,69.2,No
EMP2203,HR,42,867000,6,45.0,71.4,No
EMP2204,IT,23,1007000,8,54.2,75.1,No
EMP2205,Sales,32,951000,5,47.7,73.9,No
EMP2206,IT,35,968000,9,47.5,80.1,No
EMP2207,HR,26,874000,5,44.5,64.3,No
EMP2208,IT,21,914000,7,44.5,67.0,No
EMP2209,IT,46,1072000,9,40.3,83.3,No
EMP2210,Marketing,30,898000,5,44.1,73.1,No
EMP2211,Sales,42,986000,7,48.9,64.6,No
EMP2212,Finance,42,986000,4,42.5,64.0,No
EMP2213,Sales,28,862000,11,42.1,83.3,Yes
EMP2214,HR,21,636000,5,48.5,75.5,No
EMP2215,HR,36,941000,4,50.9,76.3,No
EMP2216,Operations,35,678000,5,44.1,68.3,No
EMP2217,Sales,21,857000,4,43.8,65.7,No
EMP2218,Finance,29,1126000,5,39.5,72.7,No
EMP2219,HR,28,793000,6,41.7,80.7,Yes
EMP2220,Finance,40,1152000,10,37.9,89.0,Yes
EMP2221,Finance,27,1077000,15,50.8,98.7,Yes
EMP2222,HR,35,744000,9,43.3,61.0,No
EMP2223,Sales,33,1002000,2,42.4,65.7,Yes
EMP2224,IT,39,1093000,8,47.1,79.2,No
EMP2225,Operations,38,845000,4,43.8,70.7,No
EMP2226,Marketing,25,766000,4,35.1,65.1,No
EMP2227,Operations,21,649000,6,37.8,59.7,No
EMP2228,Operations,38,1086000,6,44.6,70.7,No
EMP2229,IT,35,876000,8,46.6,62.9,No
EMP2230,HR,39,920000,4,48.7,75.8,No
EMP2231,Finance,30,1072000,11,35.6,63.9,Yes
EMP2232,HR,34,868000,4,44.8,69.8,No
EMP2233,Finance,26,927000,5,44.2,76.2,No
EMP2234,Sales,28,948000,6,41.9,66.8,Yes
EMP2235,Operations,27,711000,9,44.8,73.3,No
EMP2236,IT,37,1080000,6,49.0,62.2,No
EMP2237,HR,35,998000,6,48.7,76.2,Yes
EMP2238,IT,44,1159000,7,39.5,74.0,Yes
EMP2239,Finance,33,972000,9,46.7,80.7,Yes
EMP2240,Marketing,43,1093000,5,48.4,99.1,Yes
EMP2241,IT,45,1109000,4,49.0,83.8,No
EMP2242,IT,40,1192000,5,37.3,80.9,Yes
EMP2243,IT,31,1112000,6,46.9,84.1,No
EMP2244,Marketing,44,994000,4,48.4,84.5,Yes
EMP2245,Marketing,39,943000,10,50.0,94.2,Yes
EMP2246,IT,40,1082000,8,42.1,81.2,Yes
EMP2247,Sales,32,825000,7,37.5,73.2,No
EMP2248,Sales,43,1066000,7,36.8,77.4,Yes
EMP2249,Sales,41,1135000,7,47.0,70.4,Yes
EMP2250,Sales,24,859000,10,39.1,73.5,No
EMP2251,IT,35,1288000,6,36.1,66.1,Yes
EMP2252,HR,44,1120000,7,46.0,79.3,No
EMP2253,HR,40,873000,6,41.3,70.9,No
EMP2254,Sales,42,1210000,6,35.8,60.8,Yes
EMP2255,Finance,35,855000,2,45.0,68.3,No
EMP2256,Marketing,41,1058000,4,46.7,76.8,No
EMP2257,Finance,22,776000,1,45.7,69.2,No
EMP2258,IT,24,843000,11,52.4,95.2,Yes
EMP2259,Operations,41,925000,5,36.5,62.4,No
EMP2260,Sales,42,1060000,6,42.5,79.7,No
EMP2261,Sales,33,932000,7,46.3,90.0,Yes
EMP2262,Operations,30,643000,6,45.0,84.1,No
EMP2263,Sales,31,918000,6,43.5,76.1,Yes
EMP2264,IT,35,1154000,8,40.2,82.9,Yes
EMP2265,HR,30,791000,6,36.8,63.5,No
EMP2266,Marketing,28,851000,5,43.1,57.5,No
EMP2267,IT,33,878000,4,44.4,81.4,No
EMP2268,HR,35,1063000,6,43.5,51.6,No
EMP2269,Marketing,38,1131000,6,37.5,72.2,Yes
EMP2270,Finance,35,945000,2,38.4,56.8,No
EMP2271,HR,41,843000,3,37.3,57.3,No
EMP2272,Operations,40,1025000,8,37.2,82.6,Yes
EMP2273,IT,23,764000,8,48.1,82.1,No
EMP2274,IT,37,1005000,10,47.4,66.5,No
EMP2275,HR,38,757000,7,40.4,74.1,No
EMP2276,HR,21,841000,2,44.8,68.1,Yes
EMP2277,Operations,37,1048000,12,50.1,91.0,Yes
EMP2278,Sales,41,1340000,9,46.3,79.5,Yes
EMP2279,Sales,24,842000,9,46.2,78.2,No
EMP2280,IT,38,1194000,10,48.2,88.0,Yes
EMP2281,Operations,36,1038000,3,38.0,63.7,No
EMP2282,IT,30,855000,7,43.6,78.9,No
EMP2283,Operations,25,772000,6,44.6,58.8,No
EMP2284,Marketing,22,820000,5,35.7,60.3,No
EMP2285,Sales,34,970000,5,37.5,63.8,Yes
EMP2286,IT,32,1124000,5,40.7,71.8,No
EMP2287,Sales,31,913000,8,38.3,84.4,No
EMP2288,Sales,25,883000,2,41.9,50.4,No
EMP2289,Operations,31,942000,8,45.5,77.1,No
EMP2290,Sales,39,863000,7,46.1,73.4,No
EMP2291,Finance,37,974000,4,39.9,72.7,No
EMP2292,Sales,36,857000,9,44.9,79.2,No
EMP2293,Sales,51,1067000,2,35.4,45.4,No
EMP2294,IT,44,1186000,10,43.7,92.7,Yes
EMP2295,Marketing,29,779000,6,43.2,74.6,No
EMP2296,Marketing,47,903000,9,49.2,99.0,Yes
EMP2297,IT,32,981000,9,37.5,68.1,Yes
EMP2298,Sales,43,1102000,6,45.1,79.5,Yes
EMP2299,Finance,47,1258000,3,42.6,66.6,Yes
EMP2300,Sales,41,991000,12,52.1,99.1,Yes
EMP2301,IT,29,1173000,7,43.7,73.4,No
EMP2302,IT,28,1128000,10,47.6,66.6,No
EMP2303,Finance,32,957000,5,51.1,78.0,Yes
EMP2304,IT,30,1157000,4,54.8,78.9,No
EMP2305,Sales,35,924000,8,47.1,84.7,Yes
EMP2306,Operations,44,998000,7,50.4,90.4,Yes
EMP2307,Sales,43,1130000,7,39.3,83.5,Yes
EMP2308,Operations,27,566000,7,49.9,90.0,No
EMP2309,Marketing,32,907000,8,44.0,76.1,Yes
EMP2310,Operations,40,919000,7,38.3,67.2,No
EMP2311,Finance,46,1088000,13,49.1,94.3,Yes
EMP2312,Finance,45,1241000,4,39.2,61.9,No
EMP2313,Operations,37,857000,8,39.2,78.2,No
EMP2314,Marketing,37,916000,5,49.3,78.4,Yes
EMP2315,Finance,28,953000,5,45.3,76.2,No
EMP2316,IT,36,1073000,7,55.3,91.5,Yes
EMP2317,Finance,21,942000,6,38.8,79.5,No
EMP2318,HR,35,853000,3,45.4,71.9,No
EMP2319,IT,46,1161000,7,38.1,66.6,Yes
EMP2320,Finance,47,1093000,3,45.9,71.2,No
EMP2321,Finance,38,1204000,5,39.2,72.0,Yes
EMP2322,Sales,25,761000,9,53.5,77.8,No
EMP2323,IT,32,1070000,6,45.8,76.7,Yes
EMP2324,IT,34,1189000,10,44.4,93.2,Yes
EMP2325,Marketing,26,869000,8,42.7,74.1,No
EMP2326,Operations,26,937000,6,41.0,72.4,No
EMP2327,Marketing,24,651000,4,37.9,62.4,No
EMP2328,Operations,23,687000,10,46.2,67.9,No
EMP2329,Finance,28,1077000,6,49.0,68.4,Yes
EMP2330,HR,31,749000,3,39.5,51.0,No
EMP2331,IT,43,1095000,12,46.2,100.0,Yes
EMP2332,Operations,33,923000,4,40.5,66.1,Yes
EMP2333,Sales,31,934000,9,44.1,74.0,Yes
EMP2334,IT,34,1020000,4,45.2,67.6,Yes
EMP2335,IT,34,1141000,13,45.6,100.0,Yes
EMP2336,HR,34,753000,8,54.2,90.8,No
EMP2337,Marketing,32,905000,9,47.7,89.2,No
EMP2338,Marketing,35,917000,4,43.6,61.2,No
EMP2339,IT,26,927000,8,44.0,87.7,Yes
EMP2340,Sales,29,997000,13,42.8,79.4,Yes
EMP2341,Sales,33,831000,5,41.8,68.9,No
EMP2342,Sales,39,1016000,7,51.7,85.5,Yes
EMP2343,IT,53,1270000,5,54.2,76.3,Yes
EMP2344,Marketing,32,1126000,6,48.7,70.1,Yes
EMP2345,Finance,29,1006000,6,45.7,81.6,No
EMP2346,HR,24,723000,5,36.5,68.3,Yes
EMP2347,Finance,30,885000,4,39.2,62.8,No
EMP2348,HR,29,773000,6,45.2,64.6,No
EMP2349,Marketing,42,874000,5,38.3,77.1,No
EMP2350,IT,37,1083000,7,36.6,75.6,Yes
EMP2351,IT,39,1095000,5,38.9,58.8,No
EMP2352,Marketing,34,1178000,5,41.5,66.7,No
EMP2353,Sales,25,863000,5,34.6,76.9,Yes
EMP2354,HR,41,1103000,5,37.2,70.1,Yes
EMP2355,IT,32,938000,11,49.9,98.6,Yes
EMP2356,Operations,24,702000,3,38.2,43.7,No
EMP2357,Sales,34,811000,1,42.9,63.1,No
EMP2358,HR,42,972000,2,43.8,67.9,No
EMP2359,Sales,30,748000,5,43.8,78.3,Yes
EMP2360,HR,38,789000,4,35.6,66.9,No
EMP2361,IT,36,951000,5,36.7,60.3,No
EMP2362,HR,39,1028000,8,46.9,84.8,Yes
EMP2363,Sales,21,984000,9,43.0,78.6,Yes
EMP2364,Sales,37,868000,8,45.9,83.8,No
EMP2365,Finance,32,1135000,5,43.3,64.1,No
EMP2366,Operations,39,900000,3,44.3,69.6,No
EMP2367,Operations,22,713000,6,46.9,65.9,No
EMP2368,HR,32,849000,3,45.3,71.9,No
EMP2369,Marketing,42,986000,8,44.3,93.6,No
EMP2370,Operations,25,820000,10,44.0,77.7,Yes
EMP2371,Operations,26,802000,6,43.8,70.8,No
EMP2372,HR,41,1031000,3,36.9,60.6,No
EMP2373,Sales,32,939000,6,40.5,63.1,No
EMP2374,Operations,27,803000,4,48.8,69.1,No
EMP2375,IT,29,962000,4,45.9,74.5,No
EMP2376,Operations,36,913000,6,38.2,71.8,Yes
EMP2377,Marketing,32,790000,7,43.8,70.2,Yes
EMP2378,Operations,21,632000,5,50.9,69.7,Yes
EMP2379,Finance,26,813000,4,40.7,61.9,No
EMP2380,IT,40,1137000,8,40.6,70.6,Yes
EMP2381,IT,35,1026000,9,54.1,78.2,Yes
EMP2382,IT,43,1017000,10,41.9,79.2,Yes
EMP2383,HR,48,966000,5,44.2,78.0,Yes
EMP2384,Operations,24,679000,2,42.5,70.6,No
EMP2385,Finance,36,1015000,2,41.9,62.1,No
EMP2386,Finance,38,1046000,6,50.1,81.4,Yes
EMP2387,IT,41,1278000,6,41.1,85.7,Yes
EMP2388,Sales,28,1074000,6,48.0,73.7,No
EMP2389,Marketing,46,999000,6,38.6,76.8,No
EMP2390,Sales,47,1056000,4,40.8,79.4,No
EMP2391,HR,24,584000,5,42.8,58.7,No
EMP2392,Marketing,38,947000,7,45.4,70.6,No
EMP2393,Finance,32,891000,10,43.7,72.0,No
EMP2394,Operations,29,867000,5,44.0,51.9,No
EMP2395,IT,30,889000,3,42.1,66.3,No
EMP2396,HR,33,744000,3,43.2,68.3,No
EMP2397,Operations,29,635000,9,51.5,85.0,No
EMP2398,Operations,38,920000,3,34.1,68.8,Yes
EMP2399,Operations,45,989000,9,40.6,74.2,Yes
EMP2400,Sales,36,983000,3,46.6,70.6,No
EMP2401,Finance,41,1122000,6,37.6,54.9,No
EMP2402,Operations,34,953000,6,47.2,70.0,Yes
EMP2403,Operations,46,1001000,4,45.3,59.9,No
EMP2404,Marketing,34,867000,4,41.8,65.2,No
EMP2405,Marketing,24,859000,10,46.1,80.4,Yes
EMP2406,Marketing,43,924000,7,41.4,64.8,No
EMP2407,Sales,33,909000,12,60.0,98.2,Yes
EMP2408,Sales,41,937000,9,43.4,81.4,Yes
EMP2409,Marketing,27,964000,8,46.0,73.9,No
EMP2410,Marketing,42,948000,9,50.4,75.2,Yes
EMP2411,HR,32,987000,4,46.8,69.3,No
EMP2412,Sales,30,952000,6,40.4,58.2,Yes
EMP2413,Operations,33,853000,4,51.4,63.0,Yes
EMP2414,IT,21,1164000,5,45.1,71.0,No
EMP2415,IT,31,956000,4,42.2,66.2,Yes
EMP2416,Finance,34,1217000,4,42.5,74.4,No
EMP2417,Marketing,40,1098000,6,46.7,78.1,No
EMP2418,Finance,30,975000,6,50.8,81.4,No
EMP2419,Marketing,26,834000,11,51.5,81.5,Yes
EMP2420,HR,28,916000,5,41.7,52.8,No
EMP2421,Operations,35,835000,7,44.5,66.8,No
EMP2422,Operations,24,774000,5,41.8,64.9,No
EMP2423,IT,38,1167000,8,46.7,91.9,Yes
EMP2424,Finance,28,1030000,5,51.2,76.0,No
EMP2425,Operations,33,767000,5,43.0,56.9,No
EMP2426,Finance,32,932000,6,45.9,61.0,Yes
EMP2427,HR,33,802000,7,45.6,76.9,Yes
EMP2428,Sales,23,931000,7,40.6,59.8,No
EMP2429,Operations,38,1032000,9,55.8,94.3,Yes
EMP2430,IT,30,956000,5,49.7,70.5,No
EMP2431,IT,38,1043000,8,45.9,79.7,Yes
EMP2432,Operations,36,735000,7,35.9,73.1,No
EMP2433,Marketing,30,703000,8,55.5,79.6,No
EMP2434,Marketing,28,790000,4,41.7,74.4,No
EMP2435,IT,29,867000,7,45.2,81.3,No
EMP2436,IT,33,1258000,3,44.2,63.7,Yes
EMP2437,HR,32,907000,3,42.6,70.8,No
EMP2438,Finance,26,1032000,10,51.5,81.8,Yes
EMP2439,Marketing,25,959000,4,44.3,69.6,No
EMP2440,Sales,31,748000,3,48.9,77.2,No
EMP2441,Finance,37,1009000,11,50.6,90.1,Yes
EMP2442,Sales,27,921000,7,46.9,87.1,No
EMP2443,IT,35,979000,9,40.1,72.9,Yes
EMP2444,Sales,40,1076000,5,40.6,72.1,Yes
EMP2445,Finance,28,1168000,4,42.6,59.6,No
EMP2446,IT,34,1003000,7,37.0,83.2,No
EMP2447,Marketing,38,1021000,6,37.6,71.0,No
EMP2448,IT,28,931000,7,42.3,74.6,No
EMP2449,Finance,32,992000,10,52.6,93.6,Yes
EMP2450,Finance,27,901000,8,44.7,67.7,No
EMP2451,Marketing,44,1083000,6,44.5,76.2,Yes
EMP2452,Operations,35,805000,6,44.3,59.3,No
EMP2453,Finance,40,1008000,4,42.7,72.4,No
EMP2454,Sales,35,920000,7,44.7,65.2,No
EMP2455,HR,39,964000,4,45.2,69.1,No
EMP2456,Finance,37,1044000,5,43.3,80.2,Yes
EMP2457,Finance,39,929000,6,49.4,84.0,Yes
EMP2458,IT,31,986000,4,46.9,70.4,No
EMP2459,Sales,47,1026000,5,52.5,84.0,Yes
EMP2460,Finance,42,1150000,8,44.9,82.7,Yes
EMP2461,HR,35,709000,4,45.7,70.3,No
EMP2462,Operations,28,1022000,1,39.2,62.8,No
EMP2463,IT,28,934000,2,49.3,73.8,No
EMP2464,Marketing,30,787000,6,39.8,72.1,No
EMP2465,Finance,35,1083000,11,51.0,92.5,Yes
EMP2466,IT,35,1083000,8,48.8,75.7,No
EMP2467,Sales,35,1036000,6,42.7,70.9,No
EMP2468,Finance,37,914000,9,54.1,92.1,No
EMP2469,Marketing,21,684000,9,41.7,77.2,No
EMP2470,Finance,53,1194000,3,40.6,81.6,Yes
EMP2471,Finance,22,924000,5,49.3,69.8,No
EMP2472,Operations,34,924000,9,47.0,73.5,Yes
EMP2473,Operations,28,817000,4,47.4,68.7,No
EMP2474,Operations,21,780000,6,44.4,65.5,Yes
EMP2475,HR,36,901000,3,34.7,61.1,No
EMP2476,IT,43,1143000,8,45.5,79.7,No
EMP2477,HR,40,831000,7,47.6,79.3,No
EMP2478,IT,43,1200000,11,49.4,89.9,Yes
EMP2479,Operations,34,965000,2,48.1,57.2,No
EMP2480,Finance,42,1166000,8,37.4,61.7,Yes
EMP2481,Marketing,40,1036000,5,42.8,56.4,No
EMP2482,Finance,25,949000,5,43.9,67.3,No
EMP2483,Finance,28,1000000,11,43.2,90.3,Yes
EMP2484,Sales,38,943000,6,40.2,74.1,No
EMP2485,IT,30,1047000,9,45.3,76.9,Yes
EMP2486,Marketing,24,690000,4,46.2,61.9,No
EMP2487,Sales,39,1076000,6,40.5,64.9,No
EMP2488,HR,33,877000,7,46.8,77.2,No
